author,search,title
admin,"index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" ((""*${jndi:ldap:/*"" OR ""*${jndi:rmi:/*"" OR ""*${jndi:ldaps:/*"" OR ""*${jndi:dns:/*"" OR ""*/$%7bjndi:*"" OR ""*%24%7bjndi:*"" OR ""*$%7Bjndi:*"" OR ""*%2524%257Bjndi*"" OR ""*%2F%252524%25257Bjndi%3A*"" OR ""*${jndi:${lower:*"" OR ""*${::-j}${*"" OR ""*${jndi:nis*"" OR ""*${jndi:nds*"" OR ""*${jndi:corba*"" OR ""*${jndi:iiop*"" OR ""*Reference Class Name: foo*"" OR ""*${${env:BARFOO:-j}*"" OR ""*${::-l}${::-d}${::-a}${::-p}*"" OR ""*${base64:JHtqbmRp*"" OR ""*${${env:ENV_NAME:-j}ndi${env:ENV_NAME:-:}$*"" OR ""*${${lower:j}ndi:*"" OR ""*${${upper:j}ndi:*"" OR ""*${${::-j}${::-n}${::-d}${::-i}:*"") NOT (""*w.nessus.org/nessus*"" OR ""*/nessus}*""))
NOT Status_Code=4*
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Log4j RCE CVE-2021-44228 Detected"
admin,"((index=main sourcetype=fortinet) OR (index=checkpoint sourcetype=cp_log)) src_ip=`malicious_ioc_address`
| bucket _time span=1h
| convert timeformat=""%Y-%m-%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""High""
| stats count by Alert_Severity Time action src_ip dest_ip","FPT - Malicious IOC IP Address"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=1.1.1.1 OR src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.15.16.70 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51) action=success
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| bucket _time span=30m
| search 
    [| inputlookup maltrail_domain.csv]
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) AS Time
| eval Alert_Severity=""Medium""
| stats values(questionname) as Domain_Name values(action) as Action count by Alert_Severity Time src_ip","FPT - Maltrail Domain Query Detection"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" `Malware_User_Agent`
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""Medium""
|  stats values(client_ip) as client_ip, values(src_ip) as src_ip , count(src_ip) as ""Source Count"", values(dest_ip) as dest_ip , values(dest_port) as dest_port , latest(Time) as ""First Seen"", values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity vendor_product
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Malware User Agent"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* direction=Snd (src_ip=""10.0.0.0/8"" OR src_ip=""172.16.0.0/12"" OR src_ip=""192.168.0.0/16"") 
NOT (src_ip=1.1.1.1 OR src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.15.16.70 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51 OR src_ip=10.14.132.16) action=success
| bucket _time span=1h
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""Critical""
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""*pool.minexmr.com*"" OR questionname = ""*fr.minexmr.com*"" OR questionname = ""*de.minexmr.com*"" OR questionname = ""*sg.minexmr.com*"" OR questionname = ""*ca.minexmr.com*"" OR questionname = ""*us-west.minexmr.com*"" OR questionname = ""*pool.supportxmr.com*"" OR questionname = ""*mine.c3pool.com*"" OR questionname = ""*xmr-eu1.nanopool.org*"" OR questionname = ""*xmr-eu2.nanopool.org*"" OR questionname = ""*xmr-us-east1.nanopool.org*"" OR questionname = ""*xmr-us-west1.nanopool.org*"" OR questionname = ""*xmr-asia1.nanopool.org*"" OR questionname = ""*xmr-jp1.nanopool.org*"" OR questionname = ""*xmr-au1.nanopool.org*"" OR questionname = ""*xmr.2miners.com*"" OR questionname = ""*xmr.hashcity.org*"" OR questionname = ""*xmr.f2pool.com*"" OR questionname = ""*xmrpool.eu*"" OR questionname = ""*pool.hashvault.pro*"" )
| stats values(questionname) as Domain_Name values(action) as Action count by Alert_Severity Time src_ip","FPT - Monero Crypto Coin Mining Pool Lookup"
"soc_monitor","index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (Status_Code=4* OR Status_Code=5*) NOT (client_ip=""10.14.131.3"" OR client_ip=""10.14.128.10"")
| bucket _time span=45m 
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time 
| eval Alert_Severity=""Low""
|  stats values(src_ip) as src_ip, values(vendor_product) as vendor_product , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(http_x_forwarded_for) as http_x_forwarded_for , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL_(Limit_10_Lines) , values(user) as user, values(Agent) as Agent_(Limit_10_Lines) dc(Status_Code) as number_of_statuscode count by Alert_Severity Time client_ip
| eval URL_(Limit_10_Lines)=mvindex('URL_(Limit_10_Lines)',0,9)
| eval Agent_(Limit_10_Lines)=mvindex('Agent_(Limit_10_Lines)',0,9)
| where number_of_statuscode >= 5
| sort - count
| fillnull value=N/A client_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent","FPT - Multiple 4xx/5xx Status Code Response by a Client"
admin,"index=* sourcetype=linux_syslog ""Failed password""
| bucket _time span=1h
| convert timeformat=""%m/%d/%Y %H:%M:%S"" ctime(_time) AS Time
| eval Alert_Severity=""Medium""
| stats values(srcip) as srcip count by Alert_Severity Time user host
| where count>=5","FPT - Multiple Failed Password on Linux"
admin,"index=netdns AND sourcetype=MSAD:NT6:DNS questionname=* NOT (src_ip=8.8.8.8 OR src_ip=10.15.30.254 OR src_ip=10.15.16.68 OR src_ip=10.15.16.65 OR src_ip=10.15.16.69 OR src_ip=10.15.16.70 OR src_ip=10.1.1.13 OR src_ip=10.1.1.54 OR src_ip=10.1.1.51 OR src_ip=1.1.1.1 OR src_ip=10.14.132.16 OR src_ip=10.15.6.11 OR src_ip=10.225.6.52 OR src_ip=4.2.2.2)
| convert timeformat=""%m/%d/%Y %H:00:00"" ctime(_time) AS Time
| eval Alert_Severity=""Medium""
| eval questionname=replace(questionname,""(\(\d+)\)"",""."") 
| eval questionname=replace(questionname,""^."","""") 
| eval questionname=replace(questionname,"".$"","""")
| search (questionname = ""alimabi.cn"" OR questionname = ""ap.luckpool.net"" OR questionname = ""bcn.pool.minergate.com"" OR questionname = ""bcn.vip.pool.minergate.com"" OR questionname = ""bohemianpool.com"" OR questionname = ""ca-aipg.miningocean.org"" OR questionname = ""ca-dynex.miningocean.org"" OR questionname = ""ca-neurai.miningocean.org"" OR questionname = ""ca-qrl.miningocean.org"" OR questionname = ""ca-upx.miningocean.org"" OR questionname = ""ca-zephyr.miningocean.org"" OR questionname = ""ca.minexmr.com"" OR questionname = ""ca.monero.herominers.com"" OR questionname = ""cbd.monerpool.org"" OR questionname = ""cbdv2.monerpool.org"" OR questionname = ""cryptmonero.com"" OR questionname = ""crypto-pool.fr"" OR questionname = ""crypto-pool.info"" OR questionname = ""cryptonight-hub.miningpoolhub.com"" OR questionname = ""d1pool.ddns.net"" OR questionname = ""d5pool.us"" OR questionname = ""daili01.monerpool.org"" OR questionname = ""de-aipg.miningocean.org"" OR questionname = ""de-dynex.miningocean.org"" OR questionname = ""de-zephyr.miningocean.org"" OR questionname = ""de.minexmr.com"" OR questionname = ""dl.nbminer.com"" OR questionname = ""donate.graef.in"" OR questionname = ""donate.ssl.xmrig.com"" OR questionname = ""donate.v2.xmrig.com"" OR questionname = ""donate.xmrig.com"" OR questionname = ""donate2.graef.in"" OR questionname = ""drill.moneroworld.com"" OR questionname = ""dwarfpool.com"" OR questionname = ""emercoin.com"" OR questionname = ""emercoin.net"" OR questionname = ""emergate.net"" OR questionname = ""ethereumpool.co"" OR questionname = ""eu.luckpool.net"" OR questionname = ""eu.minerpool.pw"" OR questionname = ""fcn-xmr.pool.minergate.com"" OR questionname = ""fee.xmrig.com"" OR questionname = ""fr-aipg.miningocean.org"" OR questionname = ""fr-dynex.miningocean.org"" OR questionname = ""fr-neurai.miningocean.org"" OR questionname = ""fr-qrl.miningocean.org"" OR questionname = ""fr-upx.miningocean.org"" OR questionname = ""fr-zephyr.miningocean.org"" OR questionname = ""fr.minexmr.com"" OR questionname = ""hellominer.com"" OR questionname = ""herominers.com"" OR questionname = ""hk-aipg.miningocean.org"" OR questionname = ""hk-dynex.miningocean.org"" OR questionname = ""hk-neurai.miningocean.org"" OR questionname = ""hk-qrl.miningocean.org"" OR questionname = ""hk-upx.miningocean.org"" OR questionname = ""hk-zephyr.miningocean.org"" OR questionname = ""huadong1-aeon.ppxxmr.com"" OR questionname = ""iwanttoearn.money"" OR questionname = ""jw-js1.ppxxmr.com"" OR questionname = ""koto-pool.work"" OR questionname = ""lhr.nbminer.com"" OR questionname = ""lhr3.nbminer.com"" OR questionname = ""linux.monerpool.org"" OR questionname = ""lokiturtle.herominers.com"" OR questionname = ""luckpool.net"" OR questionname = ""masari.miner.rocks"" OR questionname = ""mine.c3pool.com"" OR questionname = ""mine.moneropool.com"" OR questionname = ""mine.ppxxmr.com"" OR questionname = ""mine.zpool.ca"" OR questionname = ""mine1.ppxxmr.com"" OR questionname = ""minemonero.gq"" OR questionname = ""miner.ppxxmr.com"" OR questionname = ""miner.rocks"" OR questionname = ""minercircle.com"" OR questionname = ""minergate.com"" OR questionname = ""minerpool.pw"" OR questionname = ""minerrocks.com"" OR questionname = ""miners.pro"" OR questionname = ""minerxmr.ru"" OR questionname = ""minexmr.cn"" OR questionname = ""minexmr.com"" OR questionname = ""mining-help.ru"" OR questionname = ""miningpoolhub.com"" OR questionname = ""mixpools.org"" OR questionname = ""moner.monerpool.org"" OR questionname = ""moner1min.monerpool.org"" OR questionname = ""monero-master.crypto-pool.fr"" OR questionname = ""monero.crypto-pool.fr"" OR questionname = ""monero.hashvault.pro"" OR questionname = ""monero.herominers.com"" OR questionname = ""monero.lindon-pool.win"" OR questionname = ""monero.miners.pro"" OR questionname = ""monero.riefly.id"" OR questionname = ""monero.us.to"" OR questionname = ""monerocean.stream"" OR questionname = ""monerogb.com"" OR questionname = ""monerohash.com"" OR questionname = ""moneroocean.stream"" OR questionname = ""moneropool.com"" OR questionname = ""moneropool.nl"" OR questionname = ""monerorx.com"" OR questionname = ""monerpool.org"" OR questionname = ""moriaxmr.com"" OR questionname = ""mro.pool.minergate.com"" OR questionname = ""multipool.us"" OR questionname = ""myxmr.pw"" OR questionname = ""na.luckpool.net"" OR questionname = ""nanopool.org"" OR questionname = ""nbminer.com"" OR questionname = ""node3.luckpool.net"" OR questionname = ""noobxmr.com"" OR questionname = ""pangolinminer.comgandalph3000.com"" OR questionname = ""pool.4i7i.com"" OR questionname = ""pool.armornetwork.org"" OR questionname = ""pool.cortins.tk"" OR questionname = ""pool.gntl.co.uk"" OR questionname = ""pool.hashvault.pro"" OR questionname = ""pool.minergate.com"" OR questionname = ""pool.minexmr.com"" OR questionname = ""pool.monero.hashvault.pro"" OR questionname = ""pool.ppxxmr.com"" OR questionname = ""pool.somec.cc"" OR questionname = ""pool.support"" OR questionname = ""pool.supportxmr.com"" OR questionname = ""pool.usa-138.com"" OR questionname = ""pool.xmr.pt"" OR questionname = ""pool.xmrfast.com"" OR questionname = ""pool2.armornetwork.org"" OR questionname = ""poolchange.ppxxmr.com"" OR questionname = ""pooldd.com"" OR questionname = ""poolmining.org"" OR questionname = ""poolto.be"" OR questionname = ""ppxvip1.ppxxmr.com"" OR questionname = ""ppxxmr.com"" OR questionname = ""prohash.net"" OR questionname = ""r.twotouchauthentication.online"" OR questionname = ""randomx.xmrig.com"" OR questionname = ""ratchetmining.com"" OR questionname = ""seed.emercoin.com"" OR questionname = ""seed.emercoin.net"" OR questionname = ""seed.emergate.net"" OR questionname = ""seed1.joulecoin.org"" OR questionname = ""seed2.joulecoin.org"" OR questionname = ""seed3.joulecoin.org"" OR questionname = ""seed4.joulecoin.org"" OR questionname = ""seed5.joulecoin.org"" OR questionname = ""seed6.joulecoin.org"" OR questionname = ""seed7.joulecoin.org"" OR questionname = ""seed8.joulecoin.org"" OR questionname = ""sg-aipg.miningocean.org"" OR questionname = ""sg-dynex.miningocean.org"" OR questionname = ""sg-neurai.miningocean.org"" OR questionname = ""sg-qrl.miningocean.org"" OR questionname = ""sg-upx.miningocean.org"" OR questionname = ""sg-zephyr.miningocean.org"" OR questionname = ""sg.minexmr.com"" OR questionname = ""sheepman.mine.bz"" OR questionname = ""siamining.com"" OR questionname = ""sumokoin.minerrocks.com"" OR questionname = ""supportxmr.com"" OR questionname = ""suprnova.cc"" OR questionname = ""teracycle.net"" OR questionname = ""trtl.cnpool.cc"" OR questionname = ""trtl.pool.mine2gether.com"" OR questionname = ""turtle.miner.rocks"" OR questionname = ""us-aipg.miningocean.org"" OR questionname = ""us-dynex.miningocean.org"" OR questionname = ""us-neurai.miningocean.org"" OR questionname = ""us-west.minexmr.com"" OR questionname = ""us-zephyr.miningocean.org"" OR questionname = ""usxmrpool.com"" OR questionname = ""viaxmr.com"" OR questionname = ""webservicepag.webhop.net"" OR questionname = ""xiazai.monerpool.org"" OR questionname = ""xiazai1.monerpool.org"" OR questionname = ""xmc.pool.minergate.com"" OR questionname = ""xmo.pool.minergate.com"" OR questionname = ""xmr-asia1.nanopool.org"" OR questionname = ""xmr-au1.nanopool.org"" OR questionname = ""xmr-eu1.nanopool.org"" OR questionname = ""xmr-eu2.nanopool.org"" OR questionname = ""xmr-jp1.nanopool.org"" OR questionname = ""xmr-us-east1.nanopool.org"" OR questionname = ""xmr-us-west1.nanopool.org"" OR questionname = ""xmr-us.suprnova.cc"" OR questionname = ""xmr-usa.dwarfpool.com"" OR questionname = ""xmr.2miners.com"" OR questionname = ""xmr.5b6b7b.ru"" OR questionname = ""xmr.alimabi.cn"" OR questionname = ""xmr.bohemianpool.com"" OR questionname = ""xmr.crypto-pool.fr"" OR questionname = ""xmr.crypto-pool.info"" OR questionname = ""xmr.f2pool.com"" OR questionname = ""xmr.hashcity.org"" OR questionname = ""xmr.hex7e4.ru"" OR questionname = ""xmr.ip28.net"" OR questionname = ""xmr.monerpool.org"" OR questionname = ""xmr.mypool.online"" OR questionname = ""xmr.nanopool.org"" OR questionname = ""xmr.pool.gntl.co.uk"" OR questionname = ""xmr.pool.minergate.com"" OR questionname = ""xmr.poolto.be"" OR questionname = ""xmr.ppxxmr.com"" OR questionname = ""xmr.prohash.net"" OR questionname = ""xmr.simka.pw"" OR questionname = ""xmr.somec.cc"" OR questionname = ""xmr.suprnova.cc"" OR questionname = ""xmr.usa-138.com"" OR questionname = ""xmr.vip.pool.minergate.com"" OR questionname = ""xmr1min.monerpool.org"" OR questionname = ""xmrf.520fjh.org"" OR questionname = ""xmrf.fjhan.club"" OR questionname = ""xmrfast.com"" OR questionname = ""xmrigcc.graef.in"" OR questionname = ""xmrminer.cc"" OR questionname = ""xmrpool.de"" OR questionname = ""xmrpool.eu"" OR questionname = ""xmrpool.me"" OR questionname = ""xmrpool.net"" OR questionname = ""xmrpool.xyz"" OR questionname = ""xx11m.monerpool.org"" OR questionname = ""xx11mv2.monerpool.org"" OR questionname = ""xxx.hex7e4.ru"" OR questionname = ""zarabotaibitok.ru"" OR questionname = ""zer0day.ru"")
| stats values(questionname) as Domain_Name values(action) as Action count by Time Alert_Severity src_ip","FPT - Network Communication With Crypto Mining Pool"
admin,"| tstats count where index=* by _time source
| eventstats latest(_time) as latest_Time_source by source
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_source
| eval Status=if(conditions>=86400,""Missing Data!"",""OK!"")
| eval Alert_Severity=""High""
| stats values(Status) as Status values(conditions) as conditions, values(latest_Time_source) as latest_Time_source, values(latest_Time_all) as Curent_Time by Alert_Severity source
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(latest_Time_source) as latest_Time_source,  ctime(Curent_Time) as Curent_Time
| convert timeformat=""%Ss"" ctime(conditions) as Lost_Time
| search Status=""Missing Data!"" (source=""*Cyble*"")","FPT - No log from Cyble TI (24h)"
admin,"| tstats count where index=* by _time sourcetype host
| eventstats latest(_time) as latest_Time_host by host
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_host
| eval Status=if(conditions>=3600,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as ""Lost_Time (Seconds)"" values(latest_Time_host) as Latest_Time_on_host values(latest_Time_all) as Current_Time by Alert_Severity host 
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Latest_Time_on_host) as Latest_Time_on_host  ctime(Current_Time) as Current_Time 
| search (host=""10.15.31.11"" OR host=""10.15.31.12"" OR host=""10.15.31.13"" OR host=""10.14.60.101"" OR host=""10.14.60.102"" OR host=""10.14.60.103"" OR host=""10.14.60.104"" OR host=""10.14.60.105"" OR host=""10.14.60.106"" OR host=""10.14.60.107"" OR host=""10.14.60.108"" OR host=""10.14.60.109"" OR host=""10.14.60.110"" OR host=""10.14.60.111"" OR host=""10.14.60.112"" OR host=""10.14.60.113"" OR host=""10.14.60.115"" OR host=""10.14.60.114"" OR host=""10.14.60.116"" OR host=""10.14.60.117"" OR host=""10.14.60.118"" OR host=""10.14.60.119"" OR host=""10.14.60.120"" OR host=""10.14.60.121"" OR host=""10.14.60.122"" OR host=""10.14.60.123"" OR host=""10.14.60.124"" OR host=""10.14.60.125"" OR host=""10.14.60.126"" OR host=""10.14.60.127"" OR host=""10.14.60.128"" OR host=""10.14.60.129"" OR host=""10.14.60.130"" OR host=""10.14.60.171"" OR host=""10.14.60.172"" OR host=""10.15.31.14"" OR host=""10.14.60.100"") Status=""Missing Data!""","FPT - No Log from ESXi/vCenter host over 1 hour"
admin,"| tstats count where index=* by _time sourcetype source
| eventstats latest(_time) as latest_Time_source by source
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_source
| eval Status=if(conditions>=3600,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as conditions values(latest_Time_source) as Latest_Time values(latest_Time_all) as Curent_Time by Alert_Severity sourcetype source
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Latest_Time) as Latest_Time  ctime(Curent_Time) as Curent_Time 
| search (source=tcp:2910 OR source=udp:1514) Status=""Missing Data!""","FPT - No Log from Firewall LogSource over 1 hour"
admin,"| tstats count where index=* by _time sourcetype host
| eventstats latest(_time) as latest_Time_host by host
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_host
| eval Status=if(conditions>=3600,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as conditions values(latest_Time_host) as Latest_Time_on_host values(latest_Time_all) as Current_Time by Alert_Severity host 
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Latest_Time_on_host) as Latest_Time_on_host  ctime(Current_Time) as Current_Time 
| search host=GIT-FIS Status=""Missing Data!""","FPT - No Log from GIT LAB over 1 hour"
admin,"| tstats count where index=* by _time host
| eventstats latest(_time) as latest_Time_host by host
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_host
| eval Status=if(conditions>=86400,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as Lost_Time_(Seconds) values(latest_Time_host) as Last_seen_on_Host values(latest_Time_all) as Real_Time by Alert_Severity host
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Last_seen_on_Host) as Last_seen_on_Host,  ctime(Real_Time) as Real_Time, ctime('Lost_Time_(Seconds)') as Lost_Time_(Seconds)
| search Status=""Missing Data!"" NOT (`filter_host_separate_monitoring`)","FPT - No Log from Host over 24 hours"
admin,"| tstats count where index=* by _time sourcetype host source
| eventstats latest(_time) as latest_Time_host by host
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_host
| eval Status=if(conditions>=14400,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as conditions values(latest_Time_host) as latest_Time_host values(latest_Time_all) as latest_Time_all by Alert_Severity host sourcetype source
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(latest_Time_host) as latest_Time_host  ctime(latest_Time_all) as latest_Time_all 
| search host=""RP.fis"" Status=""Missing Data!""","FPT - No Log from RP.FIS over 4 hours"
admin,"| tstats count where index=* by _time source
| eventstats latest(_time) as latest_Time_source by source
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_source
| eval Status=if(conditions>=86400,""Missing Data!"",""OK!"")
| eval Alert_Severity=""High""
| stats values(Status) as Status values(conditions) as Lost_Time_(Seconds) values(latest_Time_source) as Last_seen_on_Source values(latest_Time_all) as Real_Time by Alert_Severity source
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Last_seen_on_Source) as Last_seen_on_Source,  ctime(Real_Time) as Real_Time, ctime('Lost_Time_(Seconds)') as Lost_Time_(Seconds)
| search Status=""Missing Data!"" (source=""tcp:*"" OR source=""udp:*"")","FPT - No log from sources (24h)"
admin,"| tstats count where index=* by _time host
| eventstats latest(_time) as latest_Time_host by host
| eventstats latest(_time) as latest_Time_all
| eval conditions=latest_Time_all - latest_Time_host
| eval Status=if(conditions>=86400,""Missing Data!"",""OK!"")
| eval Alert_Severity=""Medium""
| stats values(Status) as Status values(conditions) as conditions values(latest_Time_host) as Latest_Time_on_host values(latest_Time_all) as Current_Time by Alert_Severity host 
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(Latest_Time_on_host) as Latest_Time_on_host  ctime(Current_Time) as Current_Time
| search (host=""HCM-REPSVN"" OR host=""HN-REPSVN"" OR host=""FISSVN-HN"" OR host=""FISHCM-SVN"") Status=""Missing Data!""","FPT - No Log from SVN over 24 hour"
"soc_monitor","index=* sourcetype=nginx:plus:access server=* NOT (src_ip=""10.14.131.3"" OR src_ip=""10.15.6.11"") 
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) AS Time | eval Alert_Severity=""Medium""  
| stats values(dest_port) as Dest_Port values(http_user_agent) as HTTP_User_Agent values(uri_path) as URI_Path count by Alert_Severity Time src_ip dest_ip server
| eval HTTP_User_Agent=mvindex(HTTP_User_Agent,0,4)
| eval URI_Path=mvindex(URI_Path,0,4)
| sort - count
| where count>=12000","FPT - P2P Request over 12000 Threshold by Nginx Access"
admin,"index=* sourcetype=""nginx:plus:access"" source=""/var/log/audit/log/*access.log*"" (""*../../../../../lib/password*"" OR ""*../../../../windows/*"" OR ""*../../../etc/*"" OR ""*..%252f..%252f..%252fetc%252f*"" OR ""*..%c0%af..%c0%af..%c0%afetc%c0%af*"" OR ""*%252e%252e%252fetc%252f*"") NOT (client_ip=172.71.81.13 OR src_ip=""10.14.131.3"" OR src_ip=""10.14.128.10"")
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) as Time | eval Alert_Severity=""High""  
|  stats values(client_ip) as client_ip , values(dest_ip) as dest_ip , values(dest_port) as dest_port , values(http_referrer) as http_referrer , values(http_user_agent) as http_user_agent , values(src_ip) as src_ip , values(http_x_header) as http_x_header , values(Method) as Method , values(server) as Attack_Server , values(Status_Code) as Status_Code , values(uri_path) as uri_path , values(uri_query) as uri_query , values(URL) as URL , values(user) as user, values(Agent) as Agent count by Alert_Severity Time http_x_forwarded_for
|  fillnull value=N/A client_ip src_ip dest_ip dest_port http_referrer http_user_agent http_x_forwarded_for http_x_header Method Attack_Server Status_Code uri_path uri_query URL user Agent
|  eval src_ip=mvindex(src_ip, 0, 15)
|  eval http_user_agent=mvindex(http_user_agent, 0, 9)
|  eval src_ip=mvindex(src_ip, 0, 9)
|  eval Method=mvindex(Method, 0, 9)
|  eval uri_path=mvindex(uri_path, 0, 9)
|  eval uri_query=mvindex(uri_query, 0, 9)
|  eval Status_Code=mvindex(Status_Code, 0, 9)","FPT - Path Traversal Exploitation Attempts"
admin,"index=* sourcetype=cp_log (tag=network OR tag=communicate) dest_port=21 (dest_ip=""10.0.0.0/8"" OR dest_ip=""172.16.0.0/12"" OR dest_ip=""192.168.0.0/16"") NOT (src=""10.0.0.0/8"" OR src=""172.16.0.0/12"" OR src=""192.168.0.0/16"") 
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) AS Time | eval Alert_Severity=""Medium""  
| stats values(sourcetype) as ""Source Type"" values(action) as action dc(dest_ip) as Total_dest values(dest_port) as dest_port count by Alert_Severity Time src dest_ip
| where count > 100","FPT - Posible SCAN FTP Port (21) Per Host"
admin,"index=* sourcetype=cp_log (tag=network OR tag=communicate) dest_port=21 (dest_ip=""10.0.0.0/8"" OR dest_ip=""172.16.0.0/12"" OR dest_ip=""192.168.0.0/16"") NOT (src=""10.14.124.0/24"" OR src=""10.14.125.0/24"" OR src=""10.14.126.0/24"" OR src=""10.14.127.0/24"" OR src=""10.15.30.0/24"" OR src=""10.15.31.0/24"" OR src=""10.15.16.68"" OR src=""10.15.16.69"" OR src=""10.201.75.0/24"" OR src=""10.14.60.0/24"") 
| bucket _time span=1h
| convert timeformat=""%Y/%m/%d %H:%M:%S"" ctime(_time) AS Time | eval Alert_Severity=""Medium""  
| stats values(sourcetype) as ""Source Type"" values(action) as action values(dest_ip) as dest_ip dc(dest_ip) as Total_dest values(dest_port) as dest_port count by Alert_Severity Time src
| rename src as src_ip
| where Total_dest >= 5 AND count > 100","FPT - Posible SCAN FTP Port (21) To Multiple Host"
